date,CAPE,div_growth,div_yield,earn_yield,PBV,PE,price_sales_ratio,10usy_bond_yield,cons_sent,cons_sent_percent_change,CPIAUCSL_PCH,fed_effective_rate,fed_effect_rate_pch,gdp,gdp_percent_change,pmi_index,unemploy_rate
2021-09-01,37.62,-3.05,1.28,3.94,4.82,25.35,3.25,1.3,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-02,37.62,-3.05,1.28,3.94,4.82,25.63,3.25,1.29,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-03,37.62,-3.05,1.28,3.94,4.82,25.92,3.25,1.33,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-04,37.62,-3.05,1.28,3.94,4.82,26.2,3.25,1.33,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-05,37.62,-3.05,1.28,3.94,4.82,26.49,3.25,1.33,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-06,37.62,-3.05,1.28,3.94,4.82,26.77,3.25,1.33,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-07,37.62,-3.05,1.28,3.94,4.82,27.06,3.25,1.38,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-08,37.62,-3.05,1.28,3.94,4.82,27.34,3.25,1.34,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-09,37.62,-3.05,1.28,3.94,4.82,27.63,3.25,1.3,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-10,37.62,-3.05,1.28,3.94,4.82,27.91,3.25,1.34,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-11,37.62,-3.05,1.28,3.94,4.82,28.19,3.25,1.34,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-12,37.62,-3.05,1.28,3.94,4.82,28.48,3.25,1.34,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-13,37.62,-3.05,1.28,3.94,4.82,28.76,3.25,1.33,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-14,37.62,-3.05,1.28,3.94,4.82,29.05,3.25,1.28,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-15,37.62,-3.05,1.28,3.94,4.82,29.33,3.25,1.3,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-16,37.62,-3.05,1.28,3.94,4.82,29.62,3.25,1.34,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-17,37.62,-3.05,1.28,3.94,4.82,29.9,3.25,1.36,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-18,37.62,-3.05,1.28,3.94,4.82,30.19,3.25,1.36,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-19,37.62,-3.05,1.28,3.94,4.82,30.47,3.25,1.36,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-20,37.62,-3.05,1.28,3.94,4.82,30.76,3.25,1.31,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-21,37.62,-3.05,1.28,3.94,4.82,31.04,3.25,1.33,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-22,37.62,-3.05,1.28,3.94,4.82,31.32,3.25,1.3,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-23,37.62,-3.05,1.28,3.94,4.82,31.61,3.25,1.43,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-24,37.62,-3.05,1.28,3.94,4.82,31.89,3.25,1.45,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-25,37.62,-3.05,1.28,3.94,4.82,32.18,3.25,1.45,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-26,37.62,-3.05,1.28,3.94,4.82,32.46,3.25,1.45,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-27,37.62,-3.05,1.28,3.94,4.82,32.75,3.25,1.49,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-28,37.62,-3.05,1.28,3.94,4.82,33.03,3.25,1.55,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-29,37.62,-3.05,1.28,3.94,4.82,33.32,3.25,1.52,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,59.9,4.8
2021-09-30,37.2,0.69,1.33,2.98,4.38,33.6,2.85,1.49,72.8,3.56,0.42,0.08,-0.01,23550.42,2.18,61.1,4.8
2021-10-01,37.25,0.69,1.33,4.1,4.64,24.39,3.13,1.46,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-02,37.25,0.69,1.33,4.1,4.64,24.39,3.13,1.46,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-03,37.25,0.69,1.33,4.1,4.64,24.4,3.13,1.46,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-04,37.25,0.69,1.33,4.1,4.64,24.4,3.13,1.48,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-05,37.25,0.69,1.33,4.1,4.64,24.41,3.13,1.53,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-06,37.25,0.69,1.33,4.1,4.64,24.41,3.13,1.52,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-07,37.25,0.69,1.33,4.1,4.64,24.42,3.13,1.58,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-08,37.25,0.69,1.33,4.1,4.64,24.42,3.13,1.62,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-09,37.25,0.69,1.33,4.1,4.64,24.42,3.13,1.62,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-10,37.25,0.69,1.33,4.1,4.64,24.43,3.13,1.62,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-11,37.25,0.69,1.33,4.1,4.64,24.43,3.13,1.62,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-12,37.25,0.69,1.33,4.1,4.64,24.44,3.13,1.57,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-13,37.25,0.69,1.33,4.1,4.64,24.44,3.13,1.54,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-14,37.25,0.69,1.33,4.1,4.64,24.44,3.13,1.51,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-15,37.25,0.69,1.33,4.1,4.64,24.45,3.13,1.57,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-16,37.25,0.69,1.33,4.1,4.64,24.45,3.13,1.57,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-17,37.25,0.69,1.33,4.1,4.64,24.46,3.13,1.57,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-18,37.25,0.69,1.33,4.1,4.64,24.46,3.13,1.6,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-19,37.25,0.69,1.33,4.1,4.64,24.47,3.13,1.64,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-20,37.25,0.69,1.33,4.1,4.64,24.47,3.13,1.66,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-21,37.25,0.69,1.33,4.1,4.64,24.47,3.13,1.7,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-22,37.25,0.69,1.33,4.1,4.64,24.48,3.13,1.64,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-23,37.25,0.69,1.33,4.1,4.64,24.48,3.13,1.64,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-24,37.25,0.69,1.33,4.1,4.64,24.49,3.13,1.64,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-25,37.25,0.69,1.33,4.1,4.64,24.49,3.13,1.63,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-26,37.25,0.69,1.33,4.1,4.64,24.49,3.13,1.61,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-27,37.25,0.69,1.33,4.1,4.64,24.5,3.13,1.55,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-28,37.25,0.69,1.33,4.1,4.64,24.5,3.13,1.58,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,61.1,4.5
2021-10-29,37.25,0.69,1.33,4.1,4.64,24.51,3.13,1.56,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,60.8,4.5
2021-10-30,37.25,0.69,1.33,4.1,4.64,24.51,3.13,1.56,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,60.8,4.5
2021-10-31,37.25,0.69,1.34,4.1,4.64,24.52,3.13,1.56,71.7,-1.51,0.91,0.08,0.0,24349.12,3.39,60.8,4.5
2021-11-01,38.58,0.69,1.28,4.08,4.92,24.52,3.15,1.56,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-02,38.58,0.69,1.28,4.08,4.92,24.67,3.15,1.55,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-03,38.58,0.69,1.28,4.08,4.92,24.81,3.15,1.6,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-04,38.58,0.69,1.28,4.08,4.92,24.96,3.15,1.53,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-05,38.58,0.69,1.28,4.08,4.92,25.11,3.15,1.45,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-06,38.58,0.69,1.28,4.08,4.92,25.25,3.15,1.45,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-07,38.58,0.69,1.28,4.08,4.92,25.4,3.15,1.45,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-08,38.58,0.69,1.28,4.08,4.92,25.55,3.15,1.49,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-09,38.58,0.69,1.28,4.08,4.92,25.69,3.15,1.44,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-10,38.58,0.69,1.28,4.08,4.92,25.84,3.15,1.55,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-11,38.58,0.69,1.28,4.08,4.92,25.99,3.15,1.55,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-12,38.58,0.69,1.28,4.08,4.92,26.13,3.15,1.56,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-13,38.58,0.69,1.28,4.08,4.92,26.28,3.15,1.56,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-14,38.58,0.69,1.28,4.08,4.92,26.43,3.15,1.56,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-15,38.58,0.69,1.28,4.08,4.92,26.57,3.15,1.62,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-16,38.58,0.69,1.28,4.08,4.92,26.72,3.15,1.64,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-17,38.58,0.69,1.28,4.08,4.92,26.86,3.15,1.59,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-18,38.58,0.69,1.28,4.08,4.92,27.01,3.15,1.59,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-19,38.58,0.69,1.28,4.08,4.92,27.16,3.15,1.55,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-20,38.58,0.69,1.28,4.08,4.92,27.3,3.15,1.55,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-21,38.58,0.69,1.28,4.08,4.92,27.45,3.15,1.55,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-22,38.58,0.69,1.28,4.08,4.92,27.6,3.15,1.63,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-23,38.58,0.69,1.28,4.08,4.92,27.74,3.15,1.67,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-24,38.58,0.69,1.28,4.08,4.92,27.89,3.15,1.64,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-25,38.58,0.69,1.28,4.08,4.92,28.04,3.15,1.64,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-26,38.58,0.69,1.28,4.08,4.92,28.18,3.15,1.48,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-27,38.58,0.69,1.28,4.08,4.92,28.33,3.15,1.48,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-28,38.58,0.69,1.28,4.08,4.92,28.48,3.15,1.48,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-29,38.58,0.69,1.28,4.08,4.92,28.62,3.15,1.5,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,60.8,4.2
2021-11-30,38.54,0.69,1.29,3.48,4.71,28.77,3.12,1.45,67.4,-6.0,0.79,0.08,0.0,24349.12,3.39,61.1,4.2
2021-12-01,38.31,0.69,1.31,4.23,4.65,23.63,3.09,1.4,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-02,38.31,0.69,1.31,4.23,4.65,23.84,3.09,1.45,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-03,38.31,0.69,1.31,4.23,4.65,24.06,3.09,1.35,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-04,38.31,0.69,1.31,4.23,4.65,24.27,3.09,1.35,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-05,38.31,0.69,1.31,4.23,4.65,24.48,3.09,1.35,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-06,38.31,0.69,1.31,4.23,4.65,24.7,3.09,1.44,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-07,38.31,0.69,1.31,4.23,4.65,24.91,3.09,1.48,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-08,38.31,0.69,1.31,4.23,4.65,25.12,3.09,1.52,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-09,38.31,0.69,1.31,4.23,4.65,25.33,3.09,1.5,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-10,38.31,0.69,1.31,4.23,4.65,25.55,3.09,1.49,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-11,38.31,0.69,1.31,4.23,4.65,25.76,3.09,1.49,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-12,38.31,0.69,1.31,4.23,4.65,25.97,3.09,1.49,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-13,38.31,0.69,1.31,4.23,4.65,26.19,3.09,1.42,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-14,38.31,0.69,1.31,4.23,4.65,26.4,3.09,1.44,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-15,38.31,0.69,1.31,4.23,4.65,26.61,3.09,1.46,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-16,38.31,0.69,1.31,4.23,4.65,26.82,3.09,1.42,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-17,38.31,0.69,1.31,4.23,4.65,27.04,3.09,1.41,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-18,38.31,0.69,1.31,4.23,4.65,27.25,3.09,1.41,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-19,38.31,0.69,1.31,4.23,4.65,27.46,3.09,1.41,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-20,38.31,0.69,1.31,4.23,4.65,27.68,3.09,1.43,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-21,38.31,0.69,1.31,4.23,4.65,27.89,3.09,1.46,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-22,38.31,0.69,1.31,4.23,4.65,28.1,3.09,1.46,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-23,38.31,0.69,1.31,4.23,4.65,28.32,3.09,1.49,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-24,38.31,0.69,1.31,4.23,4.65,28.53,3.09,1.49,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-25,38.31,0.69,1.31,4.23,4.65,28.74,3.09,1.49,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-26,38.31,0.69,1.31,4.23,4.65,28.96,3.09,1.49,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-27,38.31,0.69,1.31,4.23,4.65,29.17,3.09,1.48,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-28,38.31,0.69,1.31,4.23,4.65,29.38,3.09,1.48,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-29,38.31,0.69,1.31,4.23,4.65,29.59,3.09,1.55,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-30,38.31,0.69,1.31,4.23,4.65,29.81,3.09,1.51,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,61.1,3.9
2021-12-31,39.98,3.63,1.29,3.33,4.73,30.02,3.04,1.51,70.6,4.75,0.78,0.08,0.0,24349.12,3.39,58.8,3.9
2022-01-01,36.94,3.63,1.29,4.33,4.73,23.11,3.04,1.51,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-02,36.94,3.63,1.29,4.33,4.73,23.2,3.04,1.51,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-03,36.94,3.63,1.29,4.33,4.73,23.29,3.04,1.63,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-04,36.94,3.63,1.29,4.33,4.73,23.37,3.04,1.65,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-05,36.94,3.63,1.29,4.33,4.73,23.46,3.04,1.71,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-06,36.94,3.63,1.29,4.33,4.73,23.55,3.04,1.72,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-07,36.94,3.63,1.29,4.33,4.73,23.64,3.04,1.76,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-08,36.94,3.63,1.29,4.33,4.73,23.73,3.04,1.76,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-09,36.94,3.63,1.29,4.33,4.73,23.81,3.04,1.76,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-10,36.94,3.63,1.29,4.33,4.73,23.9,3.04,1.76,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-11,36.94,3.63,1.29,4.33,4.73,23.99,3.04,1.74,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-12,36.94,3.63,1.29,4.33,4.73,24.08,3.04,1.74,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-13,36.94,3.63,1.29,4.33,4.73,24.17,3.04,1.71,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-14,36.94,3.63,1.29,4.33,4.73,24.25,3.04,1.79,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-15,36.94,3.63,1.29,4.33,4.73,24.34,3.04,1.79,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-16,36.94,3.63,1.29,4.33,4.73,24.43,3.04,1.79,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-17,36.94,3.63,1.29,4.33,4.73,24.52,3.04,1.79,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-18,36.94,3.63,1.29,4.33,4.73,24.61,3.04,1.88,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-19,36.94,3.63,1.29,4.33,4.73,24.69,3.04,1.87,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-20,36.94,3.63,1.29,4.33,4.73,24.78,3.04,1.81,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-21,36.94,3.63,1.29,4.33,4.73,24.87,3.04,1.77,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-22,36.94,3.63,1.29,4.33,4.73,24.96,3.04,1.77,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-23,36.94,3.63,1.29,4.33,4.73,25.05,3.04,1.77,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-24,36.94,3.63,1.29,4.33,4.73,25.13,3.04,1.77,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-25,36.94,3.63,1.29,4.33,4.73,25.22,3.04,1.78,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-26,36.94,3.63,1.29,4.33,4.73,25.31,3.04,1.87,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-27,36.94,3.63,1.29,4.33,4.73,25.4,3.04,1.8,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-28,36.94,3.63,1.29,4.33,4.73,25.49,3.04,1.78,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-29,36.94,3.63,1.29,4.33,4.73,25.57,3.04,1.78,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-30,36.94,3.63,1.29,4.33,4.73,25.66,3.04,1.78,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,58.8,4.0
2022-01-31,37.31,3.63,1.33,3.88,4.59,25.75,2.99,1.78,67.2,-4.82,0.61,0.08,0.0,24740.48,1.61,57.6,4.0
2022-02-01,35.29,3.63,1.33,4.46,4.62,22.42,3.01,1.8,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-02,35.29,3.63,1.33,4.46,4.62,22.51,3.01,1.78,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-03,35.29,3.63,1.33,4.46,4.62,22.61,3.01,1.83,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-04,35.29,3.63,1.33,4.46,4.62,22.7,3.01,1.91,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-05,35.29,3.63,1.33,4.46,4.62,22.79,3.01,1.91,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-06,35.29,3.63,1.33,4.46,4.62,22.89,3.01,1.91,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-07,35.29,3.63,1.33,4.46,4.62,22.98,3.01,1.92,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-08,35.29,3.63,1.33,4.46,4.62,23.07,3.01,1.96,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-09,35.29,3.63,1.33,4.46,4.62,23.17,3.01,1.94,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-10,35.29,3.63,1.33,4.46,4.62,23.26,3.01,2.03,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-11,35.29,3.63,1.33,4.46,4.62,23.35,3.01,1.94,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-12,35.29,3.63,1.33,4.46,4.62,23.45,3.01,1.94,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-13,35.29,3.63,1.33,4.46,4.62,23.54,3.01,1.94,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-14,35.29,3.63,1.33,4.46,4.62,23.63,3.01,1.99,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-15,35.29,3.63,1.33,4.46,4.62,23.73,3.01,2.04,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-16,35.29,3.63,1.33,4.46,4.62,23.82,3.01,2.04,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-17,35.29,3.63,1.33,4.46,4.62,23.91,3.01,1.96,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-18,35.29,3.63,1.33,4.46,4.62,24.01,3.01,1.93,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-19,35.29,3.63,1.33,4.46,4.62,24.1,3.01,1.93,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-20,35.29,3.63,1.33,4.46,4.62,24.19,3.01,1.93,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-21,35.29,3.63,1.33,4.46,4.62,24.29,3.01,1.93,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-22,35.29,3.63,1.33,4.46,4.62,24.38,3.01,1.94,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-23,35.29,3.63,1.33,4.46,4.62,24.47,3.01,1.99,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-24,35.29,3.63,1.33,4.46,4.62,24.57,3.01,1.97,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-25,35.29,3.63,1.33,4.46,4.62,24.66,3.01,1.96,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-26,35.29,3.63,1.33,4.46,4.62,24.75,3.01,1.96,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
2022-02-27,35.29,3.63,1.33,4.46,4.62,24.85,3.01,1.96,62.8,-6.55,0.71,0.08,0.0,24740.48,1.61,57.6,3.8
